"subject" "activity" "variable" "average"
"1131" 16 "WALKINGUPSTAIRS" "tGravityAccmeanZ" 0.0402075536234973
"1132" 16 "WALKINGUPSTAIRS" "tGravityAccstdX" -0.971156432131148
"1133" 16 "WALKINGUPSTAIRS" "tGravityAccstdY" -0.964727519945355
"1134" 16 "WALKINGUPSTAIRS" "tGravityAccstdZ" -0.945294028639344
"1135" 16 "WALKINGUPSTAIRS" "tBodyAccJerkmeanX" 0.0775488885374317
"1136" 16 "WALKINGUPSTAIRS" "tBodyAccJerkmeanY" 0.00884018328270219
"1137" 16 "WALKINGUPSTAIRS" "tBodyAccJerkmeanZ" -0.00143730005564208
"1138" 16 "WALKINGUPSTAIRS" "tBodyAccJerkstdX" -0.72786174352459
"1139" 16 "WALKINGUPSTAIRS" "tBodyAccJerkstdY" -0.735080198043716
"1140" 16 "WALKINGUPSTAIRS" "tBodyAccJerkstdZ" -0.767873049380055
"1141" 16 "WALKINGUPSTAIRS" "tBodyGyromeanX" -0.0122341446725137
"1142" 16 "WALKINGUPSTAIRS" "tBodyGyromeanY" -0.0724444803980874
"1143" 16 "WALKINGUPSTAIRS" "tBodyGyromeanZ" 0.0730144651530055
"1144" 16 "WALKINGUPSTAIRS" "tBodyGyrostdX" -0.799534450491803
"1145" 16 "WALKINGUPSTAIRS" "tBodyGyrostdY" -0.810124133715847
"1146" 16 "WALKINGUPSTAIRS" "tBodyGyrostdZ" -0.737629967961749
"1147" 16 "WALKINGUPSTAIRS" "tBodyGyroJerkmeanX" -0.107361614801257
"1148" 16 "WALKINGUPSTAIRS" "tBodyGyroJerkmeanY" -0.0416615668939617
"1149" 16 "WALKINGUPSTAIRS" "tBodyGyroJerkmeanZ" -0.0539470410873497
"1150" 16 "WALKINGUPSTAIRS" "tBodyGyroJerkstdX" -0.858298719153005
"1151" 16 "WALKINGUPSTAIRS" "tBodyGyroJerkstdY" -0.86957312057377
"1152" 16 "WALKINGUPSTAIRS" "tBodyGyroJerkstdZ" -0.837039926065574
"1153" 16 "WALKINGUPSTAIRS" "tBodyAccMagmean" -0.616131116889044
"1154" 16 "WALKINGUPSTAIRS" "tBodyAccMagstd" -0.661719690491803
"1155" 16 "WALKINGUPSTAIRS" "tGravityAccMagmean" -0.616131116889044
"1156" 16 "WALKINGUPSTAIRS" "tGravityAccMagstd" -0.661719690491803
"1157" 16 "WALKINGUPSTAIRS" "tBodyAccJerkMagmean" -0.725246870486339
"1158" 16 "WALKINGUPSTAIRS" "tBodyAccJerkMagstd" -0.719647028238525
"1159" 16 "WALKINGUPSTAIRS" "tBodyGyroMagmean" -0.718168775628415
"1160" 16 "WALKINGUPSTAIRS" "tBodyGyroMagstd" -0.78482286579235
"1161" 16 "WALKINGUPSTAIRS" "tBodyGyroJerkMagmean" -0.860446372459016
"1162" 16 "WALKINGUPSTAIRS" "tBodyGyroJerkMagstd" -0.87480016568306
"1163" 16 "WALKINGUPSTAIRS" "fBodyAccmeanX" -0.700885147341803
"1164" 16 "WALKINGUPSTAIRS" "fBodyAccmeanY" -0.671572147098798
"1165" 16 "WALKINGUPSTAIRS" "fBodyAccmeanZ" -0.660989948160437
"1166" 16 "WALKINGUPSTAIRS" "fBodyAccstdX" -0.656969045058415
"1167" 16 "WALKINGUPSTAIRS" "fBodyAccstdY" -0.661844530506831
"1168" 16 "WALKINGUPSTAIRS" "fBodyAccstdZ" -0.605646725307104
"1169" 16 "WALKINGUPSTAIRS" "fBodyAccJerkmeanX" -0.744662041612022
"1170" 16 "WALKINGUPSTAIRS" "fBodyAccJerkmeanY" -0.748627001551913
"1171" 16 "WALKINGUPSTAIRS" "fBodyAccJerkmeanZ" -0.752302172079235
"1172" 16 "WALKINGUPSTAIRS" "fBodyAccJerkstdX" -0.73477673661306
"1173" 16 "WALKINGUPSTAIRS" "fBodyAccJerkstdY" -0.738434398105465
"1174" 16 "WALKINGUPSTAIRS" "fBodyAccJerkstdZ" -0.782089515344262
"1175" 16 "WALKINGUPSTAIRS" "fBodyGyromeanX" -0.789780147036612
"1176" 16 "WALKINGUPSTAIRS" "fBodyGyromeanY" -0.815962130027322
"1177" 16 "WALKINGUPSTAIRS" "fBodyGyromeanZ" -0.756286641721311
"1178" 16 "WALKINGUPSTAIRS" "fBodyGyrostdX" -0.804991831502732
"1179" 16 "WALKINGUPSTAIRS" "fBodyGyrostdY" -0.809421448142077
"1180" 16 "WALKINGUPSTAIRS" "fBodyGyrostdZ" -0.756993640724044
"1181" 16 "WALKINGUPSTAIRS" "fBodyAccMagmean" -0.666962508246721
"1182" 16 "WALKINGUPSTAIRS" "fBodyAccMagstd" -0.712680990765301
"1183" 16 "WALKINGUPSTAIRS" "fBodyBodyAccJerkMagmean" -0.713167613706148
"1184" 16 "WALKINGUPSTAIRS" "fBodyBodyAccJerkMagstd" -0.729869398769672
"1185" 16 "WALKINGUPSTAIRS" "fBodyBodyGyroMagmean" -0.81712881920765
"1186" 16 "WALKINGUPSTAIRS" "fBodyBodyGyroMagstd" -0.802078223409836
"1187" 16 "WALKINGUPSTAIRS" "fBodyBodyGyroJerkMagmean" -0.87277228273224
"1188" 16 "WALKINGUPSTAIRS" "fBodyBodyGyroJerkMagstd" -0.886533212213115
"1189" 17 "WALKINGDOWNSTAIRS" "tBodyAccmeanX" 0.273849441115044
"1190" 17 "WALKINGDOWNSTAIRS" "tBodyAccmeanY" -0.0175178488555457
"1191" 17 "WALKINGDOWNSTAIRS" "tBodyAccmeanZ" -0.10894543593472
"1192" 17 "WALKINGDOWNSTAIRS" "tBodyAccstdX" -0.575384465440796
"1193" 17 "WALKINGDOWNSTAIRS" "tBodyAccstdY" -0.531725560539469
"1194" 17 "WALKINGDOWNSTAIRS" "tBodyAccstdZ" -0.633174442559882
"1195" 17 "WALKINGDOWNSTAIRS" "tGravityAccmeanX" 0.681018816489676
"1196" 17 "WALKINGDOWNSTAIRS" "tGravityAccmeanY" 0.00208485938053097
"1197" 17 "WALKINGDOWNSTAIRS" "tGravityAccmeanZ" 0.00457967780088496
"1198" 17 "WALKINGDOWNSTAIRS" "tGravityAccstdX" -0.969925765014749
"1199" 17 "WALKINGDOWNSTAIRS" "tGravityAccstdY" -0.956590055339233
"1200" 17 "WALKINGDOWNSTAIRS" "tGravityAccstdZ" -0.946280153185841
"1201" 17 "WALKINGDOWNSTAIRS" "tBodyAccJerkmeanX" 0.081880267239528
"1202" 17 "WALKINGDOWNSTAIRS" "tBodyAccJerkmeanY" 0.0083599305380531
"1203" 17 "WALKINGDOWNSTAIRS" "tBodyAccJerkmeanZ" 0.00313640220584071
"1204" 17 "WALKINGDOWNSTAIRS" "tBodyAccJerkstdX" -0.655962717654867
"1205" 17 "WALKINGDOWNSTAIRS" "tBodyAccJerkstdY" -0.641279470927434
"1206" 17 "WALKINGDOWNSTAIRS" "tBodyAccJerkstdZ" -0.798055545516224
"1207" 17 "WALKINGDOWNSTAIRS" "tBodyGyromeanX" -0.0137199915971209
"1208" 17 "WALKINGDOWNSTAIRS" "tBodyGyromeanY" -0.0841275327556873
"1209" 17 "WALKINGDOWNSTAIRS" "tBodyGyromeanZ" 0.0761605469356047
"1210" 17 "WALKINGDOWNSTAIRS" "tBodyGyrostdX" -0.739509361150443
"1211" 17 "WALKINGDOWNSTAIRS" "tBodyGyrostdY" -0.746029348082596
"1212" 17 "WALKINGDOWNSTAIRS" "tBodyGyrostdZ" -0.697883518596755
"1213" 17 "WALKINGDOWNSTAIRS" "tBodyGyroJerkmeanX" -0.108510381387316
"1214" 17 "WALKINGDOWNSTAIRS" "tBodyGyroJerkmeanY" -0.0389503517365487
"1215" 17 "WALKINGDOWNSTAIRS" "tBodyGyroJerkmeanZ" -0.0505134530712979
"1216" 17 "WALKINGDOWNSTAIRS" "tBodyGyroJerkstdX" -0.770982322212389
"1217" 17 "WALKINGDOWNSTAIRS" "tBodyGyroJerkstdY" -0.811674344749263
"1218" 17 "WALKINGDOWNSTAIRS" "tBodyGyroJerkstdZ" -0.792412597492625
"1219" 17 "WALKINGDOWNSTAIRS" "tBodyAccMagmean" -0.532690252939646
"1220" 17 "WALKINGDOWNSTAIRS" "tBodyAccMagstd" -0.606069140132448
"1221" 17 "WALKINGDOWNSTAIRS" "tGravityAccMagmean" -0.532690252939646
"1222" 17 "WALKINGDOWNSTAIRS" "tGravityAccMagstd" -0.606069140132448
"1223" 17 "WALKINGDOWNSTAIRS" "tBodyAccJerkMagmean" -0.671076885553097
"1224" 17 "WALKINGDOWNSTAIRS" "tBodyAccJerkMagstd" -0.668331557015634
"1225" 17 "WALKINGDOWNSTAIRS" "tBodyGyroMagmean" -0.649912792768584
"1226" 17 "WALKINGDOWNSTAIRS" "tBodyGyroMagstd" -0.730340424530973
"1227" 17 "WALKINGDOWNSTAIRS" "tBodyGyroJerkMagmean" -0.794708804985251
"1228" 17 "WALKINGDOWNSTAIRS" "tBodyGyroJerkMagstd" -0.810882493864307
"1229" 17 "WALKINGDOWNSTAIRS" "fBodyAccmeanX" -0.622462544449351
"1230" 17 "WALKINGDOWNSTAIRS" "fBodyAccmeanY" -0.569180425379852
"1231" 17 "WALKINGDOWNSTAIRS" "fBodyAccmeanZ" -0.696059808678466
"1232" 17 "WALKINGDOWNSTAIRS" "fBodyAccstdX" -0.559142964689676
"1233" 17 "WALKINGDOWNSTAIRS" "fBodyAccstdY" -0.542590163514454
"1234" 17 "WALKINGDOWNSTAIRS" "fBodyAccstdZ" -0.629065517609145
"1235" 17 "WALKINGDOWNSTAIRS" "fBodyAccJerkmeanX" -0.692948207482301
"1236" 17 "WALKINGDOWNSTAIRS" "fBodyAccJerkmeanY" -0.669598735445428
"1237" 17 "WALKINGDOWNSTAIRS" "fBodyAccJerkmeanZ" -0.786440272035398
"1238" 17 "WALKINGDOWNSTAIRS" "fBodyAccJerkstdX" -0.649348718874041
"1239" 17 "WALKINGDOWNSTAIRS" "fBodyAccJerkstdY" -0.635163006465487
"1240" 17 "WALKINGDOWNSTAIRS" "fBodyAccJerkstdZ" -0.808333054336283
"1241" 17 "WALKINGDOWNSTAIRS" "fBodyGyromeanX" -0.706700939954277
"1242" 17 "WALKINGDOWNSTAIRS" "fBodyGyromeanY" -0.75655421820059
"1243" 17 "WALKINGDOWNSTAIRS" "fBodyGyromeanZ" -0.704461092123894
"1244" 17 "WALKINGDOWNSTAIRS" "fBodyGyrostdX" -0.751468354340413
"1245" 17 "WALKINGDOWNSTAIRS" "fBodyGyrostdY" -0.742303506283186
"1246" 17 "WALKINGDOWNSTAIRS" "fBodyGyrostdZ" -0.724259849884956
"1247" 17 "WALKINGDOWNSTAIRS" "fBodyAccMagmean" -0.616776986006785
"1248" 17 "WALKINGDOWNSTAIRS" "fBodyAccMagstd" -0.661980075745723
"1249" 17 "WALKINGDOWNSTAIRS" "fBodyBodyAccJerkMagmean" -0.672302752918879
"1250" 17 "WALKINGDOWNSTAIRS" "fBodyBodyAccJerkMagstd" -0.666929054969322
"1251" 17 "WALKINGDOWNSTAIRS" "fBodyBodyGyroMagmean" -0.750925804837758
"1252" 17 "WALKINGDOWNSTAIRS" "fBodyBodyGyroMagstd" -0.765190625132743
"1253" 17 "WALKINGDOWNSTAIRS" "fBodyBodyGyroJerkMagmean" -0.815081807581121
"1254" 17 "WALKINGDOWNSTAIRS" "fBodyBodyGyroJerkMagstd" -0.820032370707965
"1255" 17 "WALKINGUPSTAIRS" "tBodyAccmeanX" 0.276134936206897
"1256" 17 "WALKINGUPSTAIRS" "tBodyAccmeanY" -0.0178192998868966
"1257" 17 "WALKINGUPSTAIRS" "tBodyAccmeanZ" -0.112173902413793
"1258" 17 "WALKINGUPSTAIRS" "tBodyAccstdX" -0.99504124
"1259" 17 "WALKINGUPSTAIRS" "tBodyAccstdY" -0.979413535862069
"1260" 17 "WALKINGUPSTAIRS" "tBodyAccstdZ" -0.980976484137931
"1261" 17 "WALKINGUPSTAIRS" "tGravityAccmeanX" 0.908399606896552
"1262" 17 "WALKINGUPSTAIRS" "tGravityAccmeanY" -0.198659870344828
"1263" 17 "WALKINGUPSTAIRS" "tGravityAccmeanZ" -0.278195591724138
"1264" 17 "WALKINGUPSTAIRS" "tGravityAccstdX" -0.993349445862069
"1265" 17 "WALKINGUPSTAIRS" "tGravityAccstdY" -0.984760977241379
"1266" 17 "WALKINGUPSTAIRS" "tGravityAccstdZ" -0.98129168137931
"1267" 17 "WALKINGUPSTAIRS" "tBodyAccJerkmeanX" 0.0758626965517241
"1268" 17 "WALKINGUPSTAIRS" "tBodyAccJerkmeanY" 0.0100040808789655
"1269" 17 "WALKINGUPSTAIRS" "tBodyAccJerkmeanZ" -0.00236484369931035
"1270" 17 "WALKINGUPSTAIRS" "tBodyAccJerkstdX" -0.994019934482759
"1271" 17 "WALKINGUPSTAIRS" "tBodyAccJerkstdY" -0.989158120689655
"1272" 17 "WALKINGUPSTAIRS" "tBodyAccJerkstdZ" -0.992004427241379
"1273" 17 "WALKINGUPSTAIRS" "tBodyGyromeanX" -0.0257577297931034
"1274" 17 "WALKINGUPSTAIRS" "tBodyGyromeanY" -0.0661512840241379
"1275" 17 "WALKINGUPSTAIRS" "tBodyGyromeanZ" 0.087130975137931
"1276" 17 "WALKINGUPSTAIRS" "tBodyGyrostdX" -0.986979955517241
"1277" 17 "WALKINGUPSTAIRS" "tBodyGyrostdY" -0.985073170689655
"1278" 17 "WALKINGUPSTAIRS" "tBodyGyrostdZ" -0.987937566551724
"1279" 17 "WALKINGUPSTAIRS" "tBodyGyroJerkmeanX" -0.100183297172414
"1280" 17 "WALKINGUPSTAIRS" "tBodyGyroJerkmeanY" -0.0417622900689655
"1281" 17 "WALKINGUPSTAIRS" "tBodyGyroJerkmeanZ" -0.0547796899655172
"1282" 17 "WALKINGUPSTAIRS" "tBodyGyroJerkstdX" -0.991854138275862
"1283" 17 "WALKINGUPSTAIRS" "tBodyGyroJerkstdY" -0.993318104482759
"1284" 17 "WALKINGUPSTAIRS" "tBodyGyroJerkstdZ" -0.993400307586207
"1285" 17 "WALKINGUPSTAIRS" "tBodyAccMagmean" -0.985418968275862
"1286" 17 "WALKINGUPSTAIRS" "tBodyAccMagstd" -0.986826527241379
"1287" 17 "WALKINGUPSTAIRS" "tGravityAccMagmean" -0.985418968275862
"1288" 17 "WALKINGUPSTAIRS" "tGravityAccMagstd" -0.986826527241379
"1289" 17 "WALKINGUPSTAIRS" "tBodyAccJerkMagmean" -0.993245806206897
"1290" 17 "WALKINGUPSTAIRS" "tBodyAccJerkMagstd" -0.993375015172414
"1291" 17 "WALKINGUPSTAIRS" "tBodyGyroMagmean" -0.983299607586207
"1292" 17 "WALKINGUPSTAIRS" "tBodyGyroMagstd" -0.981656969655172
"1293" 17 "WALKINGUPSTAIRS" "tBodyGyroJerkMagmean" -0.994309820689655
"1294" 17 "WALKINGUPSTAIRS" "tBodyGyroJerkMagstd" -0.993276945862069
"1295" 17 "WALKINGUPSTAIRS" "fBodyAccmeanX" -0.994496322758621
"1296" 17 "WALKINGUPSTAIRS" "fBodyAccmeanY" -0.982367664137931
"1297" 17 "WALKINGUPSTAIRS" "fBodyAccmeanZ" -0.986495766206897
"1298" 17 "WALKINGUPSTAIRS" "fBodyAccstdX" -0.995250992758621
"1299" 17 "WALKINGUPSTAIRS" "fBodyAccstdY" -0.97835155862069
"1300" 17 "WALKINGUPSTAIRS" "fBodyAccstdZ" -0.978759603793103
"1301" 17 "WALKINGUPSTAIRS" "fBodyAccJerkmeanX" -0.994117062068966
"1302" 17 "WALKINGUPSTAIRS" "fBodyAccJerkmeanY" -0.988820999655172
"1303" 17 "WALKINGUPSTAIRS" "fBodyAccJerkmeanZ" -0.990597965172414
"1304" 17 "WALKINGUPSTAIRS" "fBodyAccJerkstdX" -0.994459398275862
"1305" 17 "WALKINGUPSTAIRS" "fBodyAccJerkstdY" -0.990414811034483
"1306" 17 "WALKINGUPSTAIRS" "fBodyAccJerkstdZ" -0.991935782413793
"1307" 17 "WALKINGUPSTAIRS" "fBodyGyromeanX" -0.985993540344828
"1308" 17 "WALKINGUPSTAIRS" "fBodyGyromeanY" -0.987392253103448
"1309" 17 "WALKINGUPSTAIRS" "fBodyGyromeanZ" -0.988668107931034
"1310" 17 "WALKINGUPSTAIRS" "fBodyGyrostdX" -0.987354722068966
"1311" 17 "WALKINGUPSTAIRS" "fBodyGyrostdY" -0.98380969137931
"1312" 17 "WALKINGUPSTAIRS" "fBodyGyrostdZ" -0.988732922758621
"1313" 17 "WALKINGUPSTAIRS" "fBodyAccMagmean" -0.990007266206896
"1314" 17 "WALKINGUPSTAIRS" "fBodyAccMagstd" -0.98628791137931
"1315" 17 "WALKINGUPSTAIRS" "fBodyBodyAccJerkMagmean" -0.993005947241379
"1316" 17 "WALKINGUPSTAIRS" "fBodyBodyAccJerkMagstd" -0.992630932068965
"1317" 17 "WALKINGUPSTAIRS" "fBodyBodyGyroMagmean" -0.986607555172414
"1318" 17 "WALKINGUPSTAIRS" "fBodyBodyGyroMagstd" -0.981446073103448
"1319" 17 "WALKINGUPSTAIRS" "fBodyBodyGyroJerkMagmean" -0.99327833
"1320" 17 "WALKINGUPSTAIRS" "fBodyBodyGyroJerkMagstd" -0.993482856896552
"1321" 18 "LAYING" "tBodyAccmeanX" 0.276324152142857
"1322" 18 "LAYING" "tBodyAccmeanY" -0.0172831546595266
"1323" 18 "LAYING" "tBodyAccmeanZ" -0.108112251068681
"1324" 18 "LAYING" "tBodyAccstdX" -0.694616884972527
"1325" 18 "LAYING" "tBodyAccstdY" -0.627117507326923
"1326" 18 "LAYING" "tBodyAccstdZ" -0.701596039615385
"1327" 18 "LAYING" "tGravityAccmeanX" 0.716863248351648
"1328" 18 "LAYING" "tGravityAccmeanY" -0.01578199625
"1329" 18 "LAYING" "tGravityAccmeanZ" 0.0899901746593407
"1330" 18 "LAYING" "tGravityAccstdX" -0.980138675796703
"1331" 18 "LAYING" "tGravityAccstdY" -0.969542030412088
"1332" 18 "LAYING" "tGravityAccstdZ" -0.959434177692308
"1333" 18 "LAYING" "tBodyAccJerkmeanX" 0.077480921531044
"1334" 18 "LAYING" "tBodyAccJerkmeanY" 0.0128850449171841
"1335" 18 "LAYING" "tBodyAccJerkmeanZ" 0.000848545124184616
"1336" 18 "LAYING" "tBodyAccJerkstdX" -0.734644450054945
"1337" 18 "LAYING" "tBodyAccJerkstdY" -0.732969175274725
"1338" 18 "LAYING" "tBodyAccJerkstdZ" -0.847257765851648
"1339" 18 "LAYING" "tBodyGyromeanX" -0.0373993798891484
"1340" 18 "LAYING" "tBodyGyromeanY" -0.0678200104982143
"1341" 18 "LAYING" "tBodyGyromeanZ" 0.0908402866868132
"1342" 18 "LAYING" "tBodyGyrostdX" -0.804533729046703
"1343" 18 "LAYING" "tBodyGyrostdY" -0.777361713653846
"1344" 18 "LAYING" "tBodyGyrostdZ" -0.745612483131868
"1345" 18 "LAYING" "tBodyGyroJerkmeanX" -0.0944029581558242
"1346" 18 "LAYING" "tBodyGyroJerkmeanY" -0.044169186546978
"1347" 18 "LAYING" "tBodyGyroJerkmeanZ" -0.0568482569002198
"1348" 18 "LAYING" "tBodyGyroJerkstdX" -0.842893477884615
"1349" 18 "LAYING" "tBodyGyroJerkstdY" -0.884050472967033
"1350" 18 "LAYING" "tBodyGyroJerkstdZ" -0.83861466293956
"1351" 18 "LAYING" "tBodyAccMagmean" -0.658370952115385
"1352" 18 "LAYING" "tBodyAccMagstd" -0.689671890376374
"1353" 18 "LAYING" "tGravityAccMagmean" -0.658370952115385
"1354" 18 "LAYING" "tGravityAccMagstd" -0.689671890376374
"1355" 18 "LAYING" "tBodyAccJerkMagmean" -0.753904676895604
"1356" 18 "LAYING" "tBodyAccJerkMagstd" -0.745212812708791
"1357" 18 "LAYING" "tBodyGyroMagmean" -0.714735668626374
"1358" 18 "LAYING" "tBodyGyroMagstd" -0.775779058758242
"1359" 18 "LAYING" "tBodyGyroJerkMagmean" -0.859899942335165
"1360" 18 "LAYING" "tBodyGyroJerkMagstd" -0.88856533728022
"1361" 18 "LAYING" "fBodyAccmeanX" -0.714227764615385
"1362" 18 "LAYING" "fBodyAccmeanY" -0.663659666593407
"1363" 18 "LAYING" "fBodyAccmeanZ" -0.761229192087912
"1364" 18 "LAYING" "fBodyAccstdX" -0.687850549203297
"1365" 18 "LAYING" "fBodyAccstdY" -0.632838238002747
"1366" 18 "LAYING" "fBodyAccstdZ" -0.694874090513736
"1367" 18 "LAYING" "fBodyAccJerkmeanX" -0.750020077252747
"1368" 18 "LAYING" "fBodyAccJerkmeanY" -0.744113444532967
"1369" 18 "LAYING" "fBodyAccJerkmeanZ" -0.833032083021978
"1370" 18 "LAYING" "fBodyAccJerkstdX" -0.742517893708791
"1371" 18 "LAYING" "fBodyAccJerkstdY" -0.739197834642857
"1372" 18 "LAYING" "fBodyAccJerkstdZ" -0.860168954615385
"1373" 18 "LAYING" "fBodyGyromeanX" -0.787757637521978
"1374" 18 "LAYING" "fBodyGyromeanY" -0.816385880247253
"1375" 18 "LAYING" "fBodyGyromeanZ" -0.755926770686813
"1376" 18 "LAYING" "fBodyGyrostdX" -0.812175241332418
"1377" 18 "LAYING" "fBodyGyrostdY" -0.759665554340659
"1378" 18 "LAYING" "fBodyGyrostdZ" -0.766381665384615
"1379" 18 "LAYING" "fBodyAccMagmean" -0.697732862178571
"1380" 18 "LAYING" "fBodyAccMagstd" -0.733904051236264
"1381" 18 "LAYING" "fBodyBodyAccJerkMagmean" -0.742323821887363
"1382" 18 "LAYING" "fBodyBodyAccJerkMagstd" -0.750189976318681
"1383" 18 "LAYING" "fBodyBodyGyroMagmean" -0.816286626730769
"1384" 18 "LAYING" "fBodyBodyGyroMagstd" -0.789777674554945
"1385" 18 "LAYING" "fBodyBodyGyroJerkMagmean" -0.88466302260989
"1386" 18 "LAYING" "fBodyBodyGyroJerkMagstd" -0.902206780607143
"1387" 19 "WALKINGDOWNSTAIRS" "tBodyAccmeanX" 0.269723487105556
"1388" 19 "WALKINGDOWNSTAIRS" "tBodyAccmeanY" -0.0182031515710306
"1389" 19 "WALKINGDOWNSTAIRS" "tBodyAccmeanZ" -0.118277180099383
"1390" 19 "WALKINGDOWNSTAIRS" "tBodyAccstdX" -0.574658922919194
"1391" 19 "WALKINGDOWNSTAIRS" "tBodyAccstdY" -0.507035084992639
"1392" 19 "WALKINGDOWNSTAIRS" "tBodyAccstdZ" -0.649184726556944
"1393" 19 "WALKINGDOWNSTAIRS" "tGravityAccmeanX" 0.475323016
"1394" 19 "WALKINGDOWNSTAIRS" "tGravityAccmeanY" 0.0964052626666667
"1395" 19 "WALKINGDOWNSTAIRS" "tGravityAccmeanZ" 0.233011401195083
"1396" 19 "WALKINGDOWNSTAIRS" "tGravityAccstdX" -0.958290447861111
"1397" 19 "WALKINGDOWNSTAIRS" "tGravityAccstdY" -0.95925383425
"1398" 19 "WALKINGDOWNSTAIRS" "tGravityAccstdZ" -0.94180028475
"1399" 19 "WALKINGDOWNSTAIRS" "tBodyAccJerkmeanX" 0.0774171147766389
"1400" 19 "WALKINGDOWNSTAIRS" "tBodyAccJerkmeanY" 0.0115812421960876
"1401" 19 "WALKINGDOWNSTAIRS" "tBodyAccJerkmeanZ" -0.00186198850195833
"1402" 19 "WALKINGDOWNSTAIRS" "tBodyAccJerkstdX" -0.571088266146083
"1403" 19 "WALKINGDOWNSTAIRS" "tBodyAccJerkstdY" -0.571311190432222
"1404" 19 "WALKINGDOWNSTAIRS" "tBodyAccJerkstdZ" -0.705342976190833
"1405" 19 "WALKINGDOWNSTAIRS" "tBodyGyromeanX" -0.0385723953346511
"1406" 19 "WALKINGDOWNSTAIRS" "tBodyGyromeanY" -0.0681420603177778
"1407" 19 "WALKINGDOWNSTAIRS" "tBodyGyromeanZ" 0.0883609591559167
"1408" 19 "WALKINGDOWNSTAIRS" "tBodyGyrostdX" -0.637789914575556
"1409" 19 "WALKINGDOWNSTAIRS" "tBodyGyrostdY" -0.643866300560306
"1410" 19 "WALKINGDOWNSTAIRS" "tBodyGyrostdZ" -0.645682212189167
"1411" 19 "WALKINGDOWNSTAIRS" "tBodyGyroJerkmeanX" -0.0895939425055556
"1412" 19 "WALKINGDOWNSTAIRS" "tBodyGyroJerkmeanY" -0.0383208736670278
"1413" 19 "WALKINGDOWNSTAIRS" "tBodyGyroJerkmeanZ" -0.0569649444286944
"1414" 19 "WALKINGDOWNSTAIRS" "tBodyGyroJerkstdX" -0.618836206634444
"1415" 19 "WALKINGDOWNSTAIRS" "tBodyGyroJerkstdY" -0.725991380623889
"1416" 19 "WALKINGDOWNSTAIRS" "tBodyGyroJerkstdZ" -0.686684583831583
"1417" 19 "WALKINGDOWNSTAIRS" "tBodyAccMagmean" -0.531507362111361
"1418" 19 "WALKINGDOWNSTAIRS" "tBodyAccMagstd" -0.599552767486306
"1419" 19 "WALKINGDOWNSTAIRS" "tGravityAccMagmean" -0.531507362111361
"1420" 19 "WALKINGDOWNSTAIRS" "tGravityAccMagstd" -0.599552767486306
"1421" 19 "WALKINGDOWNSTAIRS" "tBodyAccJerkMagmean" -0.5762252472125
"1422" 19 "WALKINGDOWNSTAIRS" "tBodyAccJerkMagstd" -0.601918552871944
"1423" 19 "WALKINGDOWNSTAIRS" "tBodyGyroMagmean" -0.548919668132222
"1424" 19 "WALKINGDOWNSTAIRS" "tBodyGyroMagstd" -0.610093380740278
"1425" 19 "WALKINGDOWNSTAIRS" "tBodyGyroJerkMagmean" -0.683436541824444
"1426" 19 "WALKINGDOWNSTAIRS" "tBodyGyroJerkMagstd" -0.7255986988425
"1427" 19 "WALKINGDOWNSTAIRS" "fBodyAccmeanX" -0.587050355097528
"1428" 19 "WALKINGDOWNSTAIRS" "fBodyAccmeanY" -0.521888076609778
"1429" 19 "WALKINGDOWNSTAIRS" "fBodyAccmeanZ" -0.647026298284028
"1430" 19 "WALKINGDOWNSTAIRS" "fBodyAccstdX" -0.5708979748225
"1431" 19 "WALKINGDOWNSTAIRS" "fBodyAccstdY" -0.530901585022361
"1432" 19 "WALKINGDOWNSTAIRS" "fBodyAccstdZ" -0.680291382637222
"1433" 19 "WALKINGDOWNSTAIRS" "fBodyAccJerkmeanX" -0.593157169174611
"1434" 19 "WALKINGDOWNSTAIRS" "fBodyAccJerkmeanY" -0.596694943936944
"1435" 19 "WALKINGDOWNSTAIRS" "fBodyAccJerkmeanZ" -0.680924493180556
"1436" 19 "WALKINGDOWNSTAIRS" "fBodyAccJerkstdX" -0.586910128980833
"1437" 19 "WALKINGDOWNSTAIRS" "fBodyAccJerkstdY" -0.572596722878
"1438" 19 "WALKINGDOWNSTAIRS" "fBodyAccJerkstdZ" -0.728521901498861
"1439" 19 "WALKINGDOWNSTAIRS" "fBodyGyromeanX" -0.553089575942778
"1440" 19 "WALKINGDOWNSTAIRS" "fBodyGyromeanY" -0.641337299817778
"1441" 19 "WALKINGDOWNSTAIRS" "fBodyGyromeanZ" -0.602625307818389
"1442" 19 "WALKINGDOWNSTAIRS" "fBodyGyrostdX" -0.666071315599889
"1443" 19 "WALKINGDOWNSTAIRS" "fBodyGyrostdY" -0.650105402347778
"1444" 19 "WALKINGDOWNSTAIRS" "fBodyGyrostdZ" -0.694729075491667
"1445" 19 "WALKINGDOWNSTAIRS" "fBodyAccMagmean" -0.556404444967972
"1446" 19 "WALKINGDOWNSTAIRS" "fBodyAccMagstd" -0.689860920113889
"1447" 19 "WALKINGDOWNSTAIRS" "fBodyBodyAccJerkMagmean" -0.576064647812278
"1448" 19 "WALKINGDOWNSTAIRS" "fBodyBodyAccJerkMagstd" -0.641089005857778
"1449" 19 "WALKINGDOWNSTAIRS" "fBodyBodyGyroMagmean" -0.636287999799167
